28513 42988 53289 18787 18931 14885 21427 32865 21908 17345 0 27106 635 31553 17101 13214 15976 59245 42689 13507 52616 35616 45290 3457 378 23774 32944 32029 24824 38862 35616 22145 19220 31700 43125 45095 21502 40958 34094 39688 51363 159699 29781 53750 33124 45429 44770 35223 26342 34357 36924 29781 23892 31181 35299 46143 45183 44897 55412 30675 25805 17415 51509 42944 17864 27690 33043 21482 24658 27780 31737 14443 44864 46239 176 38872 24675 31700 9038 49317 50249 43075 46086 25030 41728 27708
38419 69172 24725 12259 11608 36403 26678 34093 48092 12731 26928 0 26715 54015 13514 39398 11458 36504 68873 39691 62817 36011 70763 23720 27116 9280 43144 58213 34664 68208 36011 41992 15872 34079 69309 33664 18167 62690 7058 49889 35042 94435 39687 36689 36540 44878 20454 36452 7964 59348 38945 39687 20769 41382 59073 56344 32669 40456 38835 40581 51989 12801 40993 69128 39382 37596 46147 26733 17939 53964 32965 35961 55065 61089 27062 60605 24024 34079 33220 59518 44333 51075 51942 22860 63461 35628
27699 43687 52475 18650 18410 14070 20906 32050 22607 16824 651 26970 0 32252 16580 13913 15839 58431 43388 14206 51802 34802 45989 2935 400 23638 32130 32729 24010 39561 34802 22845 18699 30886 43825 44281 20980 51675 33958 38874 50549 158885 28967 52936 32310 44615 44249 34409 26206 35056 36110 28967 23278 30367 48058 45329 44369 44083 54598 29861 26504 16893 50695 43643 17050 26876 32228 20960 24136 28479 30923 13629 44050 45425 827 49590 24154 30886 8224 48503 49435 42261 45271 24509 52446 26894
14140 28622 53538 47468 43035 15770 33558 22361 25596 42289 43700 54042 42935 0 42908 19180 56738 59495 29138 18714 13689 20154 17717 44219 44078 57876 11369 21740 20681 15162 20154 12846 38175 31949 28551 45344 37421 9645 75092 4645 51612 159948 11910 53999 33373 16980 75096 21165 67105 6303 25230 11910 65273 13697 6028 8450 45432 45147 55662 13967 15004 42358 51758 28272 14135 14466 33292 33370 40577 28843 24547 16025 20731 22106 43420 7559 40220 31949 21917 9535 50498 43324 46335 43443 10415 14570
27001 58994 21007 5805 2481 23623 15261 22676 37914 894 16878 13488 16573 42598 0 29220 12668 31578 58695 29513 51400 24594 59346 13669 16974 17321 31727 48035 23247 56791 24594 29213 4455 22662 59131 23964 6750 51273 21456 38472 27237 99894 28270 29740 25123 33461 28319 25035 18997 47931 27528 28270 21203 29965 47656 44927 25128 32915 33910 29164 41811 964 33452 58950 26603 26179 24176 15316 9906 43786 21548 23182 43648 49672 17011 49188 12607 22662 22566 48101 36792 37767 40777 10279 52044 24211
18243 31322 59127 31473 32969 11708 30316 38703 10302 30032 13618 39793 14253 18338 29788 0 28662 65083 30484 292 31787 28642 33084 16144 13997 36461 19857 19824 30662 26656 28642 8931 28109 37538 30516 50933 30391 27743 46781 17225 57201 165537 16296 59588 38962 33812 58808 29653 39029 21142 42762 16296 37084 22185 22085 26548 51021 50735 61250 17566 13600 30101 57347 30237 16002 18569 38881 30371 33547 16781 37575 11978 33247 34622 13339 25657 33564 37538 14876 27633 56087 48913 51924 33919 28513 18672
41153 57630 35718 6520 13571 27524 26614 34028 36549 11985 15386 11634 15172 56454 12253 27856 0 47496 57331 28149 65256 35947 59931 12177 15573 8302 45583 46671 37464 53503 35947 33114 15807 34014 57767 44657 18102 65129 18622 52328 46035 106600 42421 47682 45764 58069 32017 36387 10870 61787 38880 42421 9038 43821 61512 58783 43662 51449 49828 43315 40447 12054 51986 57586 30504 40330 35529 26668 21258 42421 32900 27083 57504 58879 15520 63044 23960 34014 21678 61957 55326 55715 58725 21631 65900 40348
47907 105610 11805 41421 30892 53746 36259 39898 78221 32015 61383 36401 60618 63207 32798 66817 48284 0 106125 67110 80688 41816 79955 45869 61761 47847 52337 77241 44217 92150 41816 55792 32369 37668 105538 13970 29813 82049 34136 59082 8758 113578 49175 7605 39451 62860 28601 42257 44350 68541 44750 49175 56819 50575 68266 65537 14783 26181 7317 50069 71017 32085 26718 105259 51396 47084 31872 36408 26940 85399 38770 54001 64258 63078 61103 69797 29272 37668 56566 78887 30058 36799 37667 28633 82820 47101
42625 1133 97212 60881 71520 35625 62043 50845 25396 59439 43025 69200 43660 29131 59195 30165 58070 101457 0 29694 30982 48638 16652 45551 43404 65868 39854 10665 49166 14328 48638 29669 66660 60434 1062 73829 65906 27091 118766 33130 93575 176525 40395 95962 61858 55195 118770 49650 68436 26270 61966 40395 66491 42182 25165 32579 89106 73663 97574 42451 16888 59509 72314 782 38029 42951 71398 61855 69062 19599 53032 35895 40682 49057 42746 21585 68704 60434 41786 29603 71054 63880 66891 71927 27861 43054
17951 31030 59601 31947 33443 13246 30790 39177 10685 30506 14092 40267 14727 18046 30262 1232 29136 65557 30191 0 31494 28349 32792 16618 14471 36935 19564 19532 22313 26364 28349 8638 28583 38012 30224 51407 30865 27450 47255 16933 57675 166011 16004 60062 39436 33520 59282 29361 39503 20849 43236 16004 37558 21892 21792 26255 51495 51209 61724 17274 13307 30575 57821 29944 15709 18277 39355 30845 34021 16489 38049 13516 32955 34330 13813 25365 34038 38012 15350 27341 56561 49387 52398 34393 28221 18380
26763 30587 71319 56121 51688 28393 53154 41061 44402 50941 52352 62695 51588 13334 51561 31811 65391 75564 31102 31345 0 25008 22092 52872 52731 66528 23992 29756 29334 17127 25008 25477 46828 46930 30515 64777 46074 2010 92872 17268 67681 150631 24533 70068 40807 29301 92876 26928 75757 15240 36073 24533 73925 22339 14135 6076 63213 47769 71680 26589 29893 51011 46421 30236 26758 27089 45505 52967 49230 40102 41797 28648 14178 23163 52073 10967 59816 46930 34539 3099 45161 37987 40997 61007 4017 27192
14848 45827 33297 29923 25489 15582 10245 2781 34308 24743 33902 36496 33137 20295 25362 27892 36785 39254 48464 27425 25052 0 37043 34422 34281 40330 9425 34329 7258 34488 0 18628 20630 7100 47877 25103 19876 28971 54851 16170 31371 138516 10133 33758 6306 10011 54854 1585 42005 25628 5650 10133 45320 7564 25354 18579 25191 23715 35420 12189 28105 24813 31424 47597 13240 14025 13082 10057 23032 38004 3563 15837 16090 17465 33623 26885 16906 7100 29086 21753 29067 21893 24903 20890 29741 14043
31282 17772 70680 64610 60177 32911 50699 39502 32678 59430 45666 71184 46301 17788 60050 32806 73880 76636 16638 32335 23706 37295 0 61361 46045 75017 28510 18033 37823 6846 37295 29931 55317 49091 17701 62485 54563 19815 92233 21787 68754 169249 29052 71141 50515 47919 92237 38307 84246 14927 54691 29052 69132 30839 13822 25304 62574 66387 72803 31108 19529 59500 65038 17421 31276 31608 50433 50512 57719 28378 41688 33166 33406 41781 45387 10241 57361 49091 39058 22327 63778 56605 59615 60584 20585 31711
29122 45599 34000 15329 15474 15493 19963 33473 24518 13888 3355 23649 3051 44423 13644 15825 12518 44571 45300 16118 53225 36225 47900 0 3452 20317 33552 34640 25433 41472 36225 21083 17021 32309 45736 45703 19316 53098 30637 40297 40230 160308 30390 42733 33733 46038 41313 35832 22885 49756 37533 30390 21053 31790 49481 46752 45792 45506 56021 31284 28416 13957 52118 45555 18473 28299 33651 20017 22472 30390 32345 15052 45473 46848 3489 51013 23211 32309 9647 49926 50858 43684 46694 22845 53869 28317
28778 43253 53554 19244 19004 15149 21500 33129 22173 17418 264 27564 656 31818 17174 13479 16433 59510 42954 13772 52881 35881 45554 3529 0 24232 33208 32294 25088 39126 35881 22410 19293 31965 43390 45359 21574 41222 34552 39953 51628 159964 30046 54015 33388 45694 44843 35488 26800 34621 37189 30046 23872 31446 35564 46408 45448 45162 55677 30940 26070 17487 51774 43209 18129 27955 33307 21554 24730 28045 32001 14708 45129 46504 441 39137 24748 31965 9303 49582 50514 43340 46350 25103 41993 27973
42240 65736 35623 14626 15429 35630 30500 37914 44656 16553 23492 9280 23279 57836 17335 35962 8422 47401 65437 36255 66638 39833 74584 20283 23679 0 46966 54777 38485 72029 39833 41220 19693 37900 65873 44561 21988 66512 14023 53711 45940 123680 43508 47587 40362 48699 24795 40273 4116 63169 42766 43508 12355 45203 62895 60166 43567 51354 49733 44402 48553 16622 51891 65692 38610 41417 40821 30554 21760 50527 36786 35189 58886 64910 23626 64426 27846 37900 29784 63339 55231 61972 62840 25517 67282 39449
4796 37287 43238 37168 32735 8015 23258 12060 25767 31989 33400 43742 32635 11755 32608 19351 46438 49195 39924 18885 24474 9854 28503 33919 33778 47575 0 25789 10381 25948 9854 10088 27875 21649 39337 35044 27121 20431 64792 7630 41312 149648 2566 43699 23073 15024 64795 10865 56804 17088 14930 2566 54973 2204 16814 15738 35132 34847 45361 4622 19565 32058 41458 39057 5673 5122 22992 23070 30277 29464 14247 8271 14459 15834 33120 18345 29919 21649 28583 18912 40198 33024 36035 33143 21201 5225
28559 11499 67957 50216 51712 24961 47977 36779 14732 48775 32361 58536 32996 20335 48531 19501 47405 73914 10660 19030 30174 34573 18899 34887 32740 55204 25788 0 35100 12493 34573 19005 46852 46368 10693 59763 51840 26282 65524 22036 66031 175717 26329 68418 47792 39743 89514 35584 57772 17584 39649 26329 55827 28116 18526 31771 59851 59566 70080 28386 6224 48844 71506 10413 27365 28885 47711 47789 54996 10432 38966 25230 39874 48248 32082 20776 54638 46368 31122 28795 70246 63072 66082 57862 27053 28988
5740 46868 34655 28111 23678 11579 8025 5180 41655 22932 24817 34685 24052 21336 23551 30251 37855 40612 49504 30544 30138 6570 38084 25336 25195 38519 10466 35370 0 35529 6570 13625 18819 13067 48918 26461 18064 30011 56209 17210 32729 141065 7008 35116 7627 22951 56213 7010 40194 26669 10032 7008 46390 8703 26394 23665 26549 26264 36779 7902 29145 23001 32875 48638 9229 5251 14409 7837 21221 33000 4052 12878 22386 23761 24537 27926 13912 13067 20000 26839 31615 24442 27452 20727 30782 4934
29849 13814 84436 63176 58743 31478 49266 38069 27629 57997 39081 69750 39716 16354 58616 26221 54125 88681 14330 25749 18206 35862 6823 41606 39459 61924 27077 12983 36389 0 35862 21995 53884 47658 13743 61052 53129 14314 105989 20353 80798 163748 27619 83185 49081 42418 105993 36874 64492 13493 49190 27619 62547 29405 12388 19803 76330 60887 84797 29675 12944 58066 59538 13463 29843 30175 58622 49079 56286 23329 40255 31733 27906 36280 38801 8808 55928 47658 37625 16826 58278 51104 54114 59151 15084 30278
14848 45827 33297 29923 25489 15582 10245 2781 34308 24743 33902 36496 33137 20295 25362 27892 36785 39254 48464 27425 25052 0 37043 34422 34281 40330 9425 34329 7258 34488 0 18628 20630 7100 47877 25103 19876 28971 54851 16170 31371 138516 10133 33758 6306 10011 54854 1585 42005 25628 5650 10133 45320 7564 25354 18579 25191 23715 35420 12189 28105 24813 31424 47597 13240 14025 13082 10057 23032 38004 3563 15837 16090 17465 33623 26885 16906 7100 29086 21753 29067 21893 24903 20890 29741 14043
9312 30503 46821 34623 31158 5955 26841 18669 15679 29636 22123 42165 22758 12396 29392 9263 33672 52778 29665 8797 25844 19710 29873 21153 22502 41470 10926 19005 13675 22107 19710 0 26298 25233 29697 38627 28580 21801 50134 8380 44895 153231 7365 47282 26656 24881 68379 20722 44038 15200 24787 7365 45589 13254 16142 18624 38715 38430 48945 8635 12781 29705 45041 29418 7071 9638 26575 26654 31736 19375 17541 6225 24316 25691 21844 19715 26771 25233 12117 21691 43781 36608 39618 32108 22571 9741
22546 57437 21786 9293 4859 20530 10806 18221 36357 4113 19008 15866 18704 38142 4732 27664 16155 32357 66311 27956 46945 20139 54890 17702 19105 19700 27272 46479 18791 52335 20139 26120 0 18207 57575 22391 2556 46818 23835 34017 28016 102273 23815 30519 20668 29006 30698 20580 21375 43476 23073 23815 24690 25510 43201 40472 22552 27377 34689 24708 40254 4182 27913 57393 23510 21724 19721 10860 5713 42229 17093 20089 39193 45217 19142 44732 8152 18207 18251 43646 31254 33312 36322 6085 47588 19756
15766 70452 28320 27353 22920 21606 7675 5734 46080 22173 29242 33927 28477 31067 22793 34676 42280 34277 70967 34969 45530 6458 47815 29762 29621 37760 20197 45101 12077 56992 6458 23651 18060 0 70380 20126 17306 46891 49874 26942 26394 132639 17035 28781 1898 14128 49878 6899 39436 36400 6553 17035 50815 18435 36126 33397 20214 17838 30444 17928 38877 22243 24449 70101 19256 14944 6807 7487 20462 53259 5438 21861 18033 27920 28963 37657 14336 0 24425 43729 23190 16016 19026 18328 47662 14961
39256 324 96671 61081 62577 35658 58674 47477 25462 59639 43226 69401 43861 28590 59395 30365 58270 100916 1062 29727 30441 45270 17715 45751 43604 66069 36485 10698 45797 13787 45270 29702 57717 57065 0 70460 62537 26549 118225 32589 93034 175984 37026 95421 58489 54654 118228 46281 68636 25729 61425 37026 66691 38813 24624 32038 88565 73122 97033 39083 16921 59709 71773 279 38062 39582 70857 58486 65693 19373 49663 35927 40141 48515 42946 21043 65335 57065 41819 29062 70513 63339 66349 68559 27320 39685
30328 71161 7624 36463 23370 36168 18680 22320 60642 24494 43804 31443 43039 45629 25276 49238 43326 14006 90452 49531 65015 24238 62377 44324 44183 42888 34759 59663 26639 76476 24238 38213 22388 20089 89865 0 19831 66376 29177 41504 6008 126902 31597 8511 21872 47186 29181 24678 39392 50962 27172 31597 51860 32997 50688 47959 1938 10507 11892 32490 53439 24563 11044 89585 33818 29506 14293 18830 19418 67821 21192 36423 46680 47405 43525 52219 17259 20089 38988 63213 14384 21125 21993 16620 67146 29523
21843 62972 19229 11588 7154 22812 10103 17518 38638 6408 21289 18162 20985 37439 7028 29945 18450 29800 65608 30238 46242 19436 54187 19354 21386 21995 26569 51473 18088 51632 19436 28402 2556 17503 65021 19834 0 46115 24727 33314 25459 146353 23112 27962 19965 28302 29976 19876 23670 42773 22370 23112 26985 24807 42498 39769 19995 24820 32132 24005 45249 6478 25357 64742 25333 21021 18197 10157 3182 44510 16390 22370 38490 44513 21423 44029 6604 17503 20532 42943 28697 32609 35619 3528 46885 19053
23031 26909 73001 56359 51926 24661 42449 31251 40724 51180 52591 62933 51826 9602 51799 28079 65629 77246 27425 27613 2359 29045 18415 53110 52969 66766 20260 26079 29572 13449 29045 21745 47066 40840 26838 66460 46312 0 94555 13536 69364 152314 20801 71751 42490 18874 94559 26318 75995 11563 37756 20801 74164 22588 10458 5466 64895 49452 73363 22858 26216 51249 48103 26559 23026 23357 47187 42261 49468 36424 33438 24916 13568 24846 52311 7290 49110 40840 30808 2489 46843 39669 42680 52334 2505 23460
59926 117629 22469 19246 19564 44359 34634 51917 55079 20687 33916 7058 33702 75227 21470 46386 18446 34247 118145 46678 92708 53836 91975 30707 34103 13823 64357 89261 56237 104169 53836 49949 23828 49687 117558 31408 24727 94069 0 71102 32786 105646 61195 34433 51470 74879 10772 54276 11965 80560 56769 61195 23444 62595 80286 77557 30413 38200 36579 62088 83037 20757 38737 117278 63416 59104 43891 34689 21544 60951 50790 43917 76277 75098 34049 81817 28547 49687 40208 90906 42077 48818 49686 24862 94839 59121
10345 32653 49743 43673 39240 11974 29763 18565 24021 38494 39904 50247 39140 5001 39113 17605 52943 55699 33169 17139 17720 16358 21749 40424 40283 54080 7574 21991 16886 19194 16358 8369 34380 28154 32582 41549 33626 13676 71297 0 47817 156153 8115 50204 29578 18037 71300 17370 63309 10334 21435 8115 61478 9902 10059 10735 41637 41352 51866 10171 16340 38563 47963 32303 10340 10671 29497 29575 36782 30179 20752 12230 17471 18846 39625 11591 36424 28154 18121 13567 46703 39529 42540 39648 14447 10774
36462 92591 10852 39691 26599 42301 24813 28453 66775 27722 49937 34671 49173 51762 28505 55372 46554 8645 93107 55664 67670 30371 68510 50457 50316 46117 40892 65796 32772 79131 30371 44347 28076 26222 92520 6010 25519 69031 32406 47637 0 120848 37730 3149 28006 49842 32409 30811 42620 57095 33305 37730 55089 39130 56821 54092 6823 13162 6531 38624 59572 27792 13699 92241 39951 35639 20426 24963 22647 73954 27325 42556 52813 50060 49658 58352 24979 26222 45121 65868 17040 23781 24649 24340 69801 35656
144395 175332 124293 118498 116421 150235 141767 139004 174709 117544 157871 112822 157106 159696 118326 163305 125361 112617 175847 163598 150410 137526 166837 158391 158250 121346 148826 174501 140706 161872 137526 152280 120684 132396 175260 125431 144940 151771 103586 155571 119844 0 145664 118527 133820 132582 93216 137967 119488 159985 130203 145664 130968 147064 158880 149150 125562 131073 115961 146557 167506 117613 130270 174981 147885 143573 137380 141917 142067 181888 137876 150490 134649 132800 157592 155712 141980 132396 153055 148609 126982 116176 111849 141341 152542 143590
2719 37638 40229 33869 29436 5638 20248 12076 23363 28690 30390 40443 29625 12105 29309 16947 43429 46185 40274 16481 24825 10456 28853 30910 30769 44277 2205 26139 7082 26298 10456 7683 24576 18640 39687 32034 23822 20781 61782 7980 38303 146639 0 40690 20063 15615 61786 11467 45952 17439 15532 0 51963 2725 17164 16329 32123 31837 42352 2386 19915 28759 38449 39408 3295 3045 19982 20061 26978 27059 10948 5893 15050 16425 30111 18695 21003 18640 11785 19503 37189 30015 33025 26485 21551 3149
40565 96695 11998 41614 30703 46405 28917 32557 70879 31826 54041 36594 53276 55866 32609 59475 48476 7612 97211 59768 71774 34475 72614 54561 54420 48039 44996 69900 36876 83235 34475 48450 32180 30326 96624 10114 29623 73135 34328 51741 4902 119767 41834 0 32109 53946 34332 34915 44542 61199 37409 41834 57011 43234 60925 58196 10926 17266 4161 42727 63676 31895 17803 96344 44055 39743 24530 29067 26751 78058 31429 46660 56917 54164 53762 62456 29083 30326 49225 69972 21143 27885 28753 28444 73905 39760
17626 64926 30180 29935 25501 23465 10257 3871 47939 24755 31102 36508 30337 32926 25374 36536 44140 36136 65442 36829 40004 4779 56431 31621 31480 40342 22056 46960 7624 51466 4779 25511 20642 1974 64855 21986 19888 41365 51733 28801 28254 134058 18894 30641 0 12449 51737 5220 42017 38260 4873 18894 52675 12293 37985 25861 22074 19257 32303 19788 40736 24825 25868 64575 21115 16803 8666 10069 23044 55118 3575 23720 16354 17235 30822 39516 16918 1974 26285 38203 24608 17434 20445 20188 42136 16820
17563 53711 53513 38365 33932 20783 18687 11223 39521 33185 45292 44939 44528 17007 33805 33105 58331 57758 54227 32639 19478 9666 45217 45812 45671 48772 14639 52881 22274 40251 9666 23842 29072 15000 53640 46971 28318 18472 75066 17675 49875 132825 15333 52262 13653 0 75070 8536 50448 22340 12017 15333 66865 15279 22066 13906 45407 29964 53874 17389 33318 33255 28615 53361 18440 17889 27699 18499 31474 43217 12005 21038 3905 4785 45013 34092 25349 15000 40476 16178 27355 20181 23191 29332 30921 17992
61495 119198 24038 28428 26351 51145 49847 53487 66972 27474 44536 20388 44232 76796 28256 58278 31775 28420 119714 58571 94277 55405 93544 41327 44633 24538 65926 90830 57806 105738 55405 69380 30614 51256 119127 32977 29899 95638 10714 72671 34355 95276 62764 36002 53039 76449 0 55845 22680 82129 58339 62764 34159 64164 81855 79126 31982 39769 38148 63657 84606 27543 40306 118847 64985 60673 45460 49997 26717 72844 52359 50704 77847 76667 44670 83386 34502 51256 48866 92475 43646 50388 51256 30034 96408 60690
10815 46907 33203 29828 25395 16661 10150 2686 35387 24649 33808 36402 33043 21374 25268 39242 36691 39159 49543 28504 27167 1129 38122 34327 34186 40235 10504 35408 7163 35567 1129 19707 20535 7006 48956 25008 19781 26161 54756 17249 31277 136064 11212 33664 6211 8502 54760 0 41911 26707 4051 11212 45226 8643 26433 20985 25097 21815 35326 13268 29184 24718 22752 48676 14319 10601 12987 9963 22937 39083 3468 16916 12407 13288 33528 27964 16812 7006 28991 23868 24196 17824 22451 20796 30820 11935
44064 67998 32885 16888 17253 37892 32324 39738 46917 18377 25754 8175 25540 66822 19159 38224 10683 44664 67699 38517 75624 41657 70299 22545 25941 4032 55951 57039 40309 63871 41657 43482 21517 39724 68135 41824 23812 75497 12181 62696 43202 121838 45332 44849 42186 50523 22953 42097 0 72155 44590 45332 11479 54189 71880 69151 40829 48616 46995 46226 50815 18446 49153 67954 40872 43241 42646 32378 23584 52789 38610 37451 67872 66734 25888 73412 29670 39724 32046 72325 52493 59235 60102 27341 76268 41273
19809 25703 59207 53137 48704 21438 39226 28029 29034 47957 34404 59711 35039 6315 48577 21544 62407 65163 26219 21078 16256 25822 14798 49888 34783 63544 17037 17561 26350 12243 25822 15210 43844 37618 25632 51012 43090 12213 80760 10314 57281 161799 17579 59668 39042 22325 80764 26834 72773 0 30898 17579 70941 19366 1201 13795 51101 50815 61330 19635 15101 48027 57427 25353 19803 20135 38960 39039 46246 27906 30215 21694 26076 27451 34125 4640 45888 37618 27585 12103 56167 48993 52003 49111 12983 20238
15597 60300 34893 32331 27898 22002 12653 5236 53890 27152 37052 38905 36287 22837 27771 42486 39194 40849 60816 42779 35379 5219 51806 37572 37431 42739 15858 40762 10020 46840 5219 25061 23038 6687 60229 26698 22284 36740 56446 19469 32967 130486 16553 35354 4982 9023 56450 4214 44414 28170 0 16553 47729 12733 27896 22435 26787 18683 37016 17759 34538 27221 19620 59950 19660 15108 10327 12466 25440 44437 5971 22735 12928 17769 36773 40681 19315 6687 32236 33577 21064 14692 19319 23299 37510 14792
2719 37638 40229 33869 29436 5638 20248 12076 23363 28690 30390 40443 29625 12105 29309 16947 43429 46185 40274 16481 24825 10456 28853 30910 30769 44277 2205 26139 7082 26298 10456 7683 24576 18640 39687 32034 23822 20781 61782 7980 38303 146639 0 40690 20063 15615 61786 11467 45952 17439 15532 0 51963 2725 17164 16329 32123 31837 42352 2386 19915 28759 38449 39408 3295 3045 19982 20061 26978 27059 10948 5893 15050 16425 30111 18695 21003 18640 11785 19503 37189 30015 33025 26485 21551 3149
49980 66378 44545 15347 22398 36351 35441 42855 42230 20812 24135 20273 23245 65281 21080 36604 9142 56323 66079 36897 74083 44774 68680 21004 23646 12355 54410 55419 46291 62252 44774 45535 24634 42841 66515 53484 26929 73956 23309 61155 54862 132967 51248 56509 54591 66896 34082 45214 11785 57747 47707 51248 0 52648 70339 67610 52489 60276 58655 52142 49195 20881 60813 66334 39331 49157 44356 35495 30085 50766 41727 35910 66331 67706 24268 71871 32787 42841 30505 70784 64153 64542 67552 30458 74727 49175
4910 39238 41738 35668 31235 8130 21758 9852 27718 30489 31900 42242 31135 13706 31108 21302 44938 47695 41875 20836 26425 7645 30454 32419 32278 46075 2251 27740 8881 27899 7645 12039 26375 20149 41288 33544 25621 22382 63292 9581 39812 148148 2680 42199 21573 16523 63295 8656 55304 19039 12721 2680 53473 0 18765 17237 33632 33347 43861 4736 21516 30558 39958 41008 5787 5236 21492 21570 28777 31415 10634 8385 15957 17332 31620 20296 28419 20149 27083 20410 38698 31524 34535 31643 23152 5339
