21070 28650 27610 25580 4710 23950 53160 53370 13640 10180 49830 44350 26050 34900 11330 0 40480 40180 60820 49210 27130 64840 51000 12040 38880 27440 49280 82020 20260 40370 54720 19720 21390 50630 60460 66870 30610 18290 50350 51150 21570 62590 20390 21500 21040 8840 30660 58540 50080 44940 22950 27130 54390 23390 10660 7570 20740 20890 72200 7630 21740 19710 74030 40480 52270 48960 82020 3610 50370 22700
13100 28360 7520 39100 30380 16250 26030 26230 23330 56160 25270 19790 38810 50210 21810 31640 0 9640 36260 24650 4850 40280 33750 39730 2990 5710 24720 52750 39080 10040 19620 20980 12610 33370 31200 37600 40360 14180 33090 33890 65140 33320 32860 12290 64610 42990 4310 29270 25520 17800 20240 4850 29830 11990 37930 25050 64310 15260 45230 51200 16080 63270 41910 10150 23000 25800 52750 30110 21200 18940
20590 29050 16900 39790 41220 28140 17970 15260 38220 61540 24100 18080 39500 50900 32650 42480 9470 0 36250 23490 12560 40690 34440 45120 6810 13420 23550 43860 49920 9400 14720 28470 19760 34060 22300 28700 58080 25020 33780 34580 70520 24420 43700 19780 69990 48370 8710 20370 24350 10520 26680 12560 28660 27100 43320 35890 69690 22750 44060 56580 29360 68660 42330 9250 14100 15030 43850 40950 14870 26430
38270 33010 34520 39680 59200 55580 43630 40910 56200 70620 13370 18020 39390 48080 50630 60460 36150 46020 0 12590 35920 9310 27110 62670 33930 36780 12660 20370 58200 26590 40370 41850 37450 26920 24640 36870 53960 43000 27050 23710 68900 38840 51980 35480 69320 64440 32070 34960 11500 50990 35820 35920 12250 44540 59370 53870 69120 40440 20760 68060 54920 68370 8240 26530 33580 56470 7130 58940 22780 36260
26380 22720 22620 29860 47310 43680 35280 32560 44300 58720 1220 6130 29570 38270 38740 48560 24250 23510 12450 0 24020 16470 17330 50780 22040 24880 420 27420 48390 14690 32020 29950 25550 17230 20110 31130 44140 31100 17360 14020 70110 33100 42160 23590 59510 52540 20170 26340 1710 37140 23920 24020 5780 32640 47480 41970 59300 28540 21180 56170 43020 68240 18100 14640 23070 45140 20560 47040 9650 24360
14800 28840 7210 27370 25580 16700 30070 31370 18530 36990 25310 19820 27840 34260 17010 26830 5320 12990 36300 24690 0 40320 34230 25000 7050 2000 24760 54800 34280 10080 23660 18580 13970 33850 33250 39650 37960 9370 33570 34370 48380 35370 28050 13990 47850 30810 4350 31320 25560 21840 15790 0 29870 9770 21700 20240 47550 12140 45270 34440 16040 46520 41950 10190 25050 29840 54800 25310 20840 15530
42280 29630 38520 36290 63210 59590 54650 51930 60200 74620 17370 22030 36000 44690 54640 64470 40150 40820 9310 16590 39920 0 23720 66680 37940 40780 16660 24830 54820 30590 51390 41260 41460 23530 35660 47890 50570 47010 23670 20320 65510 49860 48590 39490 65940 68450 36070 45980 15510 62010 35230 39920 14670 48540 63380 57880 65730 44440 12330 72070 58930 64990 4160 30540 44600 67490 14060 62940 25560 35670
28780 9110 25090 13770 34620 45790 51570 51770 46410 45550 17170 21570 13480 22170 40840 39140 33570 33270 27550 17420 35930 24270 0 45270 31970 35960 17490 44840 32290 21560 45160 22410 27960 260 53550 59960 28050 33210 440 3530 42990 55680 26070 27970 43420 43120 31250 51630 19130 43340 14710 35930 19240 45500 49580 31820 43210 30940 23870 39130 45130 42470 26800 21500 45360 51340 34550 35570 25100 15150
26760 34350 29330 31350 15240 17000 46210 46420 6080 22090 51560 46070 31810 44400 17020 10970 40530 45460 62550 50940 25060 66570 52730 0 46930 26520 51010 92880 29760 53040 47770 25480 27090 52350 71320 76010 40110 23990 52070 52870 31070 71680 29890 27190 30540 5140 42640 67680 51810 37990 28650 25060 56120 29110 3100 13330 30240 26590 73930 17130 14180 29210 75760 53150 64780 42010 92870 14140 61010 28390
15770 24230 12080 34970 36400 28550 24240 24450 33400 47820 22790 17310 34680 46080 27830 37660 2770 6770 33780 22170 6510 37800 29620 45530 0 7370 22240 49880 45100 7560 17840 23650 14940 29240 28320 34720 53260 20200 28960 29760 70930 30440 38880 14960 70410 48790 6110 26390 23040 16020 21860 6510 27350 13940 43730 31070 70100 17930 50820 56990 18030 69070 39440 7680 20130 24020 49870 36130 18330 21610
11380 29360 7730 29070 26180 12030 25240 22740 20440 37590 25830 20350 39810 35950 17040 27430 5300 13510 36820 25210 1740 40840 34750 26620 7030 0 25280 55320 35970 10600 21810 20270 11160 34370 33770 40170 39650 11070 34090 34890 51470 35890 29750 12500 50950 29280 4870 31840 26080 17820 17480 1740 30390 7760 23320 20840 50640 13830 45790 37530 11860 49610 42470 10710 25570 27440 55320 25910 21360 17230
26590 22690 22840 29830 47520 43900 35490 32770 44520 58940 920 6340 29540 38230 38950 48780 24470 23730 12670 220 24240 16680 17300 50990 22250 25100 0 27640 48360 14910 32240 30170 25770 17200 20330 31350 44110 31320 17330 13990 59050 33320 42130 23800 59480 52760 20390 26560 1920 37360 24140 24240 5480 32860 47690 42190 59270 28760 20880 56380 43240 68460 18320 14850 23290 45360 20780 47260 9870 24580
61500 48670 57810 58570 82130 77300 43030 40310 79130 93540 28260 29900 58280 66970 73560 83390 53910 45420 20310 27470 55460 24580 44640 94280 51260 56320 27540 0 90830 50000 39770 69380 60670 44540 24040 28870 72850 65930 44670 41330 119680 38230 84610 60690 119150 97530 51610 34360 26390 50390 50700 55460 28430 76260 92480 76800 118850 63660 34160 105740 77850 117820 22680 49850 32980 55860 10710 81860 30030 51150
28560 30930 35100 19030 17580 42090 71300 71510 31770 18900 48530 51840 19500 14730 21790 20780 47970 47670 58520 48780 34620 55240 32740 30170 46370 36050 48840 89510 0 47860 59570 19010 28890 32360 67960 74360 10440 25790 32080 34890 10700 70080 6220 28990 10720 28180 38150 66030 51830 63070 25230 34620 50220 39550 28790 20340 10410 28390 55830 12490 39870 10170 57770 47980 59760 67090 65520 18530 57860 24960
13100 26280 7990 37020 38450 35410 27390 24670 35450 49860 15560 10070 36720 48130 29880 39710 9990 8860 26550 14940 9760 30570 21360 52390 7770 10620 15010 48100 47150 0 24130 20980 12280 21260 26540 32950 40360 22250 21390 19950 61250 28670 40930 11740 60720 43690 5910 24620 15810 22880 15540 9760 20120 18380 50590 33120 60420 15260 35520 47310 34170 59390 32200 110 18350 30880 34660 38180 11090 15720
29730 38190 26040 48930 50360 31130 4060 1900 47360 64530 29740 22710 48640 60040 41790 53410 19330 12600 40460 29120 22910 52030 43580 48110 17730 22020 29190 38280 59060 21710 0 37610 28910 43210 16720 21420 67220 34160 42930 43720 73510 17090 52840 28920 72980 51360 23320 13090 32760 11420 35820 22910 45560 30080 46300 45030 72680 31890 60960 59570 32340 71640 48490 21560 10180 17650 38280 50100 19500 35570
9310 11920 13680 8800 15200 24980 44840 45040 18620 29870 29390 28580 9260 15680 9270 19720 26830 26530 42020 29640 19760 41510 22500 25840 25230 21190 29710 68380 19010 26730 38430 0 9640 22120 46820 53230 19380 10930 21840 21150 29700 48950 12780 9740 29720 23700 16730 44900 31280 36610 6230 19760 34620 24690 21690 12400 29420 8640 45590 22110 24320 29180 44040 26840 38630 44610 50130 16150 32110 5960
520 22990 4690 18290 20110 18380 35850 36060 19000 31530 26920 21430 18760 25170 11540 21370 17850 17550 37910 26300 13370 41920 28380 27500 16250 11020 26370 59400 28810 17740 29450 9500 0 28000 37840 44240 28870 4880 27720 28520 42910 39960 22590 1890 42390 25350 7740 35910 27170 27620 7700 13370 31480 18090 22170 14780 42080 3770 49570 28970 17720 41050 43560 17860 29640 35630 59390 19840 24090 7450
28510 8840 24820 13510 34360 45530 51300 51510 46140 45290 17100 21500 13210 21910 40580 38870 33300 33000 27090 17350 35670 23810 380 45000 31700 35690 17420 44770 32030 21480 44900 22150 27690 0 53290 59690 27780 32940 180 3460 42730 55410 25810 27710 43150 42850 30980 51360 19050 43080 14440 35670 18790 45240 49320 31550 42940 30680 23890 38860 44860 42200 26340 21430 45100 51080 34090 35310 25030 14890
38660 47120 34970 57860 59290 54460 20180 17470 56290 70700 28810 19080 57570 68970 50720 60550 31070 22580 23880 28030 32620 35450 52510 71440 28420 33470 28100 21700 67990 27160 16930 46540 37830 52130 0 12040 76150 43090 51850 41880 96840 14010 61770 37850 96310 74690 28770 11520 26940 27550 44750 32620 28980 53410 69640 53960 96010 40820 44380 82900 55010 94980 31910 27010 10140 33020 21700 59020 17900 44490
48350 56820 44660 67560 68990 64160 29880 27160 65980 80400 33250 30260 67260 78670 60420 70240 40770 32280 36770 32460 42310 48330 62210 81140 38110 43170 32530 29050 77690 36860 26630 56240 47530 61830 12250 0 85850 52780 61550 46320 106540 7850 71460 47550 106010 84390 38460 9210 31380 37250 54450 42310 41870 63110 79330 63650 105710 50520 57270 92600 64710 104670 44800 36710 14420 42720 34580 68720 29080 54190
28670 28820 33030 15190 27970 44330 74520 74730 42160 29290 43930 44530 14900 7840 28540 31160 56520 56220 53920 44170 39120 50640 28140 40560 54920 40550 44240 72950 10470 56410 68120 19360 28990 27760 76510 82910 0 30280 27480 30280 19800 78630 13880 29100 19350 38560 36080 74580 47230 66290 25580 39120 45610 44040 39180 28400 19140 27990 51230 22880 43670 19750 53170 56530 68310 74300 60920 28920 48060 25310
4800 28390 10380 18890 17090 15120 41250 41460 15740 28500 32610 27120 19350 25770 8520 18350 23250 22950 43600 31990 9910 47610 33780 24480 21650 11340 32060 64800 25790 23150 34850 10090 5120 33400 43240 49640 29470 0 33120 33920 39890 45360 19570 5230 39360 22330 13430 41310 32860 33020 8270 9910 37170 14830 18910 11760 39060 4620 54970 25950 14460 38030 56800 23260 35040 41030 64790 16820 33140 8020
28860 9200 25180 13860 34710 45880 51650 51860 46490 45640 17450 21850 13570 20690 40930 39220 33650 33350 27450 17700 36020 24160 750 45350 32050 36040 17770 45120 32380 21830 45250 22500 28040 370 53640 60040 28130 33300 0 3810 43080 55760 26160 28060 43500 43200 31330 51710 19400 43430 14790 36020 19140 45590 49670 31900 43300 31030 24260 39210 45220 42550 26690 21780 45450 51430 34450 35660 25380 15240
29120 9450 25430 16120 49760 46130 51910 52120 46750 47900 13640 19320 15830 24520 41190 51010 33910 33610 23640 13890 36280 20360 3450 53230 32310 36300 13960 41310 34640 20020 45510 21080 28300 3360 34000 45020 30390 33550 3490 0 45340 56020 28420 28320 45760 54990 31590 40230 15600 43680 15050 36280 15330 45850 49930 44420 45560 31280 21050 41470 45470 44810 22890 19960 45700 51690 30640 49490 22850 15490
42590 41630 49130 29730 26230 42860 72070 72280 32540 16620 59230 65870 30200 25430 32850 21550 62000 71320 69230 59480 48650 65940 43440 30950 60400 48960 59550 118730 10700 61890 73630 29710 42910 43060 97180 101870 19640 39820 42780 45590 0 97540 16920 43020 1130 28950 52180 93540 71610 63840 35930 48650 60920 54960 29570 29090 820 42420 66530 14290 40650 1830 68470 62010 73790 67870 118730 25140 71890 35660
40380 48850 36690 59580 61020 45280 20330 17610 58010 78690 34240 31260 59290 70700 52450 62270 32800 24310 38870 33460 34340 50430 54240 62260 30140 35200 33530 36690 69720 28880 17070 48270 39560 53860 14350 7770 77880 44810 53580 54380 87660 0 63490 39580 87140 65520 30490 6810 32370 25580 46480 34340 43970 44240 60460 55680 86830 42540 59370 73720 46500 85800 46900 28730 11750 30070 36680 60750 28310 46220
22340 24700 28880 12810 15120 33620 59750 59950 22730 19480 42310 45620 13280 14180 17240 21550 41750 41450 52300 42550 28400 49020 26520 30950 40140 29830 42620 83290 6220 41640 53340 12780 22660 26140 61730 68140 13840 19560 25860 28660 16920 63860 0 22760 16940 28950 31930 59810 45610 51520 19010 28400 43990 33330 29570 14520 16640 22160 49600 13060 32950 16400 51550 41750 53540 59520 59300 16070 51640 18740
1630 12800 5990 18340 20160 18430 37150 37360 19050 31570 24600 19110 18810 25220 11590 21410 19150 18850 35590 23980 14660 39600 29680 27540 17550 16090 24050 60690 28860 11650 30750 9540 1950 29300 39140 45540 28920 4920 29020 29820 42960 41260 22630 0 42430 25390 9040 37210 24850 28920 7110 14660 29160 18140 22220 14820 42130 3820 50870 29020 17770 41090 41240 11760 30940 36930 60690 19890 21770 6870
39280 41650 45820 29750 25760 42380 71590 71800 32060 17740 59420 62560 30390 25490 32370 21070 58690 70840 69420 59670 45350 66130 43630 30470 57090 48480 59740 118250 10720 58590 73150 29730 39610 43250 96700 101390 19400 36510 42970 45780 1130 97060 16950 39710 0 28470 48870 93060 62730 63370 35950 45350 61110 54490 29090 28620 310 39110 66720 13810 40170 1850 68660 58700 70490 67390 118250 24660 68590 35680
25120 32700 31660 29700 13160 20770 49980 50190 10450 15310 53880 48400 30160 42810 15380 8880 44300 49230 64870 53260 31180 68890 55050 5410 42930 30380 53330 96640 28160 44420 51540 23830 25440 54680 75090 79780 38510 22340 54400 55200 29470 75450 28300 25550 28950 0 34710 71450 54130 41750 27000 31180 58440 32880 7480 11690 28640 24940 76250 15530 18560 27610 78080 44530 68550 45780 96640 12060 54420 26750
8810 24580 3230 35310 29740 16830 29230 27110 26740 41150 21050 15560 35020 46420 21170 31000 4170 8720 32040 20430 3940 36050 29960 50520 6070 4800 20500 50540 38440 5820 26570 16690 8320 29590 28980 35380 36070 13540 29310 30110 52540 31110 32220 8000 52010 34980 0 27050 21300 21010 15950 3940 25610 12560 29910 24410 51710 10970 41000 38600 16660 50680 37690 5930 20790 29010 50530 29470 16570 14650
36460 44930 32770 55660 57100 50690 16420 13700 54090 68510 28510 25520 55370 66780 48530 58350 28880 20390 34590 27720 30420 46160 50320 67670 26220 31280 27790 32410 65800 24960 13160 44350 35640 49940 10850 9090 73960 40890 49660 50460 93070 6530 59570 35660 92550 70930 26570 0 26640 23780 42560 30420 39690 49650 65870 51760 92240 38620 55090 79130 52810 91210 42620 24810 6010 29260 32410 56830 24340 42300
27550 23060 23790 32960 48470 44850 34750 32030 45470 59890 2640 7290 32660 41360 39910 49730 25420 26850 11600 1860 25190 15620 19020 51940 23210 26050 1930 26570 51480 15860 31500 31120 26720 18920 19590 30610 47230 32270 19050 15710 71270 32580 45250 24760 62600 53710 21340 25820 0 38310 25090 25190 7200 33810 48640 43140 62390 29710 22600 57330 44190 69410 17250 15810 22550 47590 19710 48210 10820 25530
28110 36580 24420 47320 47440 20890 9260 9470 36610 54290 37460 31970 47020 58430 40180 43170 17720 10440 51020 36840 21290 62580 41970 37870 16110 22150 36910 48840 61960 22230 10820 36000 27290 41590 27280 31970 65610 32540 41310 42110 63270 25760 51220 27310 62740 41120 20780 23640 37700 0 34210 21290 42020 19840 36060 43410 62440 30270 63160 49330 22100 61400 59050 22340 20740 5290 48830 46340 25980 33950
7530 5700 10700 11640 21580 21460 50060 50270 22360 32990 23170 22350 11340 20330 13010 22830 32060 31760 35800 23410 19370 35280 14790 28960 30460 20800 23480 50770 24980 15480 43650 6030 7860 14410 52050 58450 25350 7950 14130 14930 35670 54170 18750 7160 35700 26810 13750 50120 25060 41830 0 19370 28400 21170 24810 16240 35390 4970 35980 30430 20800 35150 37810 15590 43850 49830 43910 21310 25880 440
14800 28840 7210 27370 25580 16700 30070 31370 18530 36990 25310 19820 27840 34260 17010 26830 5320 12990 36300 24690 0 40320 34230 25000 7050 2000 24760 54800 34280 10080 23660 18580 13970 33850 33250 39650 37960 9370 33570 34370 48380 35370 28050 13990 47850 30810 4350 31320 25560 21840 15790 0 29870 9770 21700 20240 47550 12140 45270 34440 16040 46520 41950 10190 25050 29840 54800 25310 20840 15530
31830 24600 28080 31270 52760 49140 48180 45470 49760 64180 5730 11580 30970 39670 44190 54020 29710 28970 12250 5460 29480 14540 18690 56230 27490 30340 5530 28500 49790 20150 44930 34350 31010 18500 29200 41420 45540 36560 18640 15300 60490 43390 43570 29040 60910 58000 25630 39510 7170 42600 28320 29480 0 38100 52930 47430 60700 34000 15400 61620 48480 59960 17070 20090 38140 50600 19250 52500 15110 28760
17370 40090 22080 32450 22150 4270 28210 28420 13710 45020 33610 28120 32910 39330 17040 33900 13080 27460 44600 32990 9520 48620 45480 19280 14810 7930 33060 74880 52690 18380 29770 23650 17700 45100 53320 58010 43030 14450 44820 45620 54000 53680 33130 17800 53470 31850 12650 49680 33860 19990 20840 9520 38170 0 15990 16810 53170 17200 66670 40060 4100 52140 50250 18490 46780 24010 74870 21880 29140 20590
21800 30690 26510 27690 12270 12010 45480 45690 3250 20950 48730 43250 28150 43250 13360 9820 39800 44730 59720 48120 22230 63740 49900 3570 37780 23690 48180 92150 28610 39270 47040 21820 22120 49530 70590 75280 38960 18870 49250 50050 29920 70950 28750 22230 29390 6100 29560 66950 48980 37260 24990 22230 53290 16460 0 9680 29090 21620 71100 15980 11350 28060 72930 39380 64050 41280 92140 13000 49270 24740
14140 21720 20680 18710 6300 21390 51550 51760 8450 17720 42910 37420 19180 25600 4400 7560 33550 33250 53900 42290 20210 57910 44080 13690 31950 20840 42360 75100 21740 33450 45150 12850 14470 43700 53540 59940 28850 11370 43420 44220 29100 55660 15000 14570 28580 11540 23730 51610 43160 43320 16030 20210 47470 16790 9540 0 28270 13970 65270 15160 20730 27240 67110 33560 45340 51330 75090 6040 43440 15770
38980 41350 45520 29450 25450 42080 71290 71490 31760 17440 58950 62260 29920 25280 32060 20760 58390 70540 68940 59190 45040 65660 43160 30160 56790 48180 59260 117950 10420 58280 72840 29420 39300 42780 96390 101080 19200 36210 42500 45300 820 96750 16640 39410 310 28160 48570 92750 62250 63060 35650 45040 60630 54180 28780 28310 0 38800 66240 13510 39860 1540 68190 58390 70180 67080 117950 24350 68280 35380
4200 10650 8560 16910 19850 18130 39720 39930 18740 31270 28120 25300 17370 23790 11290 21110 21720 21420 41780 30170 12920 45790 19740 27240 20120 14350 30240 63260 28430 21610 33310 8110 4520 19370 41710 48110 27490 4620 19090 19890 42650 43830 22200 4630 39150 25090 11610 39780 31040 31490 4960 12920 35350 17840 21920 14520 38840 0 40940 28710 17460 40790 42770 21730 33510 39490 63260 19590 27960 4700
49980 30310 46290 36900 57750 66990 63530 60810 67610 68680 21080 26930 36600 42230 62050 71870 45050 44310 20260 20810 44830 12330 23650 74080 42840 45680 20880 34080 55420 35500 60280 45540 49160 24140 44550 56770 50770 54410 24270 21000 66120 58740 49200 49180 66540 75850 40970 54860 22520 64540 35910 44830 15350 66700 70780 65280 66330 52140 0 62250 66330 65590 11790 35440 53480 72540 23310 70350 30460 36350
29850 37430 36390 25750 13490 30120 59330 59540 19800 6820 58620 53130 26220 27630 20110 8810 49260 58580 69610 58000 35910 61960 39460 18210 47660 36220 58070 105990 12980 49150 60890 22000 30180 39080 84440 89130 23330 27080 38800 41610 14290 84800 12940 30280 13770 16210 39440 80800 58870 51100 31730 35910 63180 42230 16830 16350 13460 29680 62550 0 27910 12430 64490 49270 61050 55130 105990 12400 59150 31480
18780 41500 23490 33850 25440 660 30160 30370 9480 32290 45720 40230 34320 40740 18450 21160 20160 29410 56700 45100 16600 60720 46890 15860 34760 15000 45170 76820 39950 36250 31720 25060 19100 46510 55260 59960 50300 15850 46230 47030 41260 55630 34530 19210 40740 19120 19730 51630 45960 21930 22250 16600 50280 7370 11750 22260 40430 18600 68080 27320 0 39400 69910 36370 48150 25960 76820 24340 46250 22000
40930 41160 47470 29260 24570 41200 70410 70620 30880 16550 58760 64210 29730 24970 31190 19890 60340 69660 68760 59010 46990 65480 42970 29290 58740 47300 59080 117070 10230 60230 71970 29240 41250 42590 95520 100210 19830 38160 42320 45120 1940 95880 16460 41360 1960 27290 50520 91880 69950 62180 35460 46990 60450 53310 27910 27430 1650 40760 66060 12630 38990 0 68010 60350 72130 66210 117070 23480 70230 35190
44060 31850 40310 38520 72160 68530 51870 49150 69150 70300 19160 23810 38220 46920 63590 73410 41940 42600 8450 18380 41710 4070 25940 75620 39720 42570 18450 22950 57040 32380 48620 43480 43240 25750 32890 45110 52790 55950 25890 22550 67740 47080 50820 41270 68160 77390 37860 43200 17290 59240 37450 41710 16890 50330 72330 66820 67950 46230 11480 63870 67870 67210 0 32320 41820 64710 12180 71890 27340 37890
13360 28310 8260 30130 40480 35680 27310 24590 37480 51900 15490 10000 29840 50160 31910 41740 10250 8780 26480 14870 10020 30490 21280 52660 8040 10880 14940 48020 49180 430 24060 21250 12540 21190 26470 32870 40620 24280 21320 19880 63280 28590 42960 12000 62760 45720 6170 24540 15740 19780 15810 10020 20050 18640 50850 35150 62450 15520 35450 49340 36200 61420 32130 0 18270 31140 34590 40220 11020 15990
30330 38790 26640 49530 50960 48040 13760 11040 47960 62380 25280 19830 49240 60640 42390 52220 22740 14250 31360 24490 24290 42930 44180 65020 20090 25150 24560 29180 59660 18830 10510 38210 29510 43800 7620 14450 67820 34760 43530 44320 90420 11890 53440 29520 89890 68270 20440 6010 23410 21130 36420 24290 36460 46990 63210 45630 89590 32490 51860 76480 46680 88550 39390 18680 0 26600 29180 50700 16620 36170
35950 44420 32260 55160 51540 24990 14640 17120 40710 58390 45300 39810 54860 66270 48020 47270 25560 14920 57220 44680 29130 68780 49810 41970 23950 29990 44750 55040 66060 30070 17920 43840 35130 49430 33480 38170 73450 40380 49150 49950 67370 33840 59060 35150 66840 45220 28620 29840 45540 5260 42050 29130 49860 23950 40170 51250 66540 38110 71000 53430 26210 65510 65250 30180 26940 0 55030 50440 30460 41790
59930 40010 56240 46680 80560 75730 41460 38740 77560 91980 21470 24730 46390 55080 71990 81820 52340 43850 7130 20690 53890 13860 34110 92710 49690 54750 20760 10770 89260 34690 38200 49950 59100 33920 22470 34690 60950 64360 34050 30710 118110 36660 83040 59120 117580 95960 50040 32790 19600 48820 43920 53890 19250 74690 90910 75230 117280 62090 23440 104170 76280 116250 11970 34630 31410 54290 0 80290 24860 44360
